created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-24,bojoku subuh bikin gelas kopi susu kayanya ngantuk mengira sabtu jadinya gw bawa kantor and i am ready to end the regimeofc youll laugh as you see my makara tumbler so bahlilcoded,Positif,bojoku subuh bikin gelas kopi susu kaya ngantuk ira sabtu jadi gw bawa kantor and i am ready to end the regimeofc youll laugh as you see my makara tumbler so bahlilcoded,0.0
2025-10-24,bahlil si downgrade bangetdari woonu hann ehh bahlilll anj bangettt,Negatif,bahlil si downgrade bangetdari woonu hann ehh bahlilll anj bangettt,0.0
2025-10-24,bahlil v ngeselin muka,Negatif,bahlil v ngeselin muka,1.0
2025-10-24,bahlil tuing tuing,Netral,bahlil tuing tuing,0.0
2025-10-24,menteri esdm bahlil lahadalia mengecek kesiapan upacara hari jadi pertambangan energi pagi digelar kawasan monas jakarta pusat jumat pagi awm,Netral,menteri esdm bahlil lahadalia ecek kesiap upacara hari jadi tambang energi pagi gelar kawasan monas jakarta pusat jumat pagi awm,1.0
2025-10-24,stop anjingggg kalo bahlil ngetagnya aing mulu bwangsaddd,Negatif,stop anjingggg kalo bahlil ngetagnya aing mulu bwangsaddd,1.0
2025-10-24,rill semua salah bahlil,Negatif,rill semua salah bahlil,0.0
2025-10-24,bisanya bobo lupa baca doa masuk mimpi si bahlil anjir,Netral,bisa bobo lupa baca doa masuk mimpi si bahlil anjir,0.0
2025-10-24,sestresss gw liat meme bahlil tetep ngakak anyink,Positif,sestresss gw liat meme bahlil tetep ngakak anyink,1.0
2025-10-24,menterinya gagal semua termasuk bahlil emang selama bahlul menjabat investasi berapa banyak investor asing masuk,Negatif,menteri gagal semua masuk bahlil emang lama bahlul jabat investasi berapa banyak investor asing masuk,0.0
2025-10-24,pak prabowo niatan ganti bahlil gitu rakyat udah muak banget soalnya bikin susah rakyat kerjaannya plis lah,Negatif,pak prabowo niat ganti bahlil gitu rakyat udah muak banget soal bikin susah rakyat kerja plis lah,0.0
2025-10-24,pagi bund siapa kangen jawab dicium bahlil,Netral,pagi bund siapa kangen jawab cium bahlil,0.0
2025-10-24,cieee otak sama bahlil,Negatif,cieee otak sama bahlil,0.0
2025-10-24,ah imut gt namanya jelek banget bahlil,Negatif,ah imut gt nama jelek banget bahlil,0.0
2025-10-24,bahlil menteri sempat melihat sosmed salah satu menteri sangat sibuk mungkin melaporkan relawanrelawannya,Negatif,bahlil menteri sempat lihat sosmed salah satu menteri sangat sibuk mungkin lapor relawanrelawannya,0.0
2025-10-24,bahlil lahadalia hadiahkan umrah gratis ibu ojol kehilangan suami hut golkar,Netral,bahlil lahadalia hadiah umrah gratis ibu ojol hilang suami hut golkar,1.0
2025-10-24,anjir sudi nyimpen foto bahlil km kak hapemu,Netral,anjir sudi nyimpen foto bahlil km kak hapemu,1.0
2025-10-24,mn fans club bahlil,Netral,mn fans club bahlil,1.0
2025-10-24,bahlil dimutasi jadi dubes kesana segitiga bermuda,Netral,bahlil mutasi jadi dubes kesana segitiga muda,1.0
2025-10-24,asal bukan bahlil sama megalodon aku gpp,Negatif,asal bukan bahlil sama megalodon aku gpp,0.0
2025-10-24,menteri paling kaga jelas semua idenya bukan nambah bener malah makin ancur kalau jadi bahlil gw pecatin bawahanya goblok semua,Negatif,menteri paling kaga jelas semua ide bukan nambah bener malah makin ancur kalau jadi bahlil gw pecatin bawahanya goblok semua,0.0
2025-10-24,berarti meme bahlil x lebih berbahaya narkotika jenis apa bumi,Negatif,arti meme bahlil x lebih bahaya narkotika jenis apa bumi,0.0
2025-10-24,terima kasih bahlil kuatkan dirimu nak,Positif,terima kasih bahlil kuat diri nak,0.0
2025-10-24,penyebab utama shell kosong bahlil kontol coba digerebek rumah si bahlil berikan sentuhan kelamin seluruh anggota keluarganya dijamin negara stabil paling lama x jam,Netral,sebab utama shell kosong bahlil kontol coba gerebek rumah si bahlil ikan sentuh kelamin seluruh anggota keluarga jamin negara stabil paling lama x jam,0.0
2025-10-24,liat atas kanan,Positif,liat atas kanan,0.0
2025-10-24,kalo reques pak kapolri smash jidadnya bahlil,Netral,kalo reques pak kapolri smash jidadnya bahlil,0.0
2025-10-24,faaaak enakan bahlil lek badminton timbang aku,Negatif,faaaak enak bahlil lek badminton timbang aku,0.0
2025-10-24,perlu cari bukti lainnya kebijakan gagal buat si bahlil biar enak seret keluar kantor kementrian esdm,Negatif,perlu cari bukti lain bijak gagal buat si bahlil biar enak seret keluar kantor tri esdm,0.0
2025-10-24,bahlil indonesia kolaborasi kembangkan bioetanol brasil energi bersih baca,Netral,bahlil indonesia kolaborasi kembang bioetanol brasil energi bersih baca,1.0
2025-10-24,ngeroasting bahlil,Positif,ngeroasting bahlil,0.0
2025-10-24,tipsal tipsal dihadang bahlil pas otw venue,Netral,tipsal tipsal dihadang bahlil pas otw venue,2.0
2025-10-24,branding akunmu pendukung politik golkar sentuhan isu karyawan teknologi rate alasan post sering bahas politik indonesia golkar bahlil silaturahmi campur info tech windows bio karyawan mendukung tema pekerjaengineering avatar,Netral,branding akun dukung politik golkar sentuh isu karyawan teknologi rate alas post sering bahas politik indonesia golkar bahlil silaturahmi campur info tech windows bio karyawan dukung tema pekerjaengineering avatar,1.0
2025-10-24,penghinaan delik aduan jadi bahlil sendiri melapor,Negatif,hina delik adu jadi bahlil sendiri lapor,1.0
2025-10-24,koncomu ki bahlil,Netral,konco ki bahlil,0.0
2025-10-24,mukanya udah kaya orang bener ternyata bahlil,Negatif,muka udah kaya orang bener nyata bahlil,0.0
2025-10-24,gue tiap melihat banner bahlil fatmawati tiap pagi,Netral,gue tiap lihat banner bahlil fatmawati tiap pagi,1.0
2025-10-24,bahlil oon,Netral,bahlil oon,0.0
2025-10-24,branding bahlil lahadalia pengusaha tambang nasionalis loyal prabowo fokus hilirisasi sumber daya alam investasi domestik citranya tercoreng kontroversi gelar doktor foto viral minuman alkohol rate kinerjanya menteri esdm,Negatif,branding bahlil lahadalia usaha tambang nasionalis loyal prabowo fokus hilir sumber daya alam investasi domestik citra coreng kontroversi gelar doktor foto viral minum alkohol rate kerja menteri esdm,1.0
2025-10-24,trus kalo nglaporin bahlil membuat nama golkar jadi lebih baik gitu partaimu kek anak kecil mewek kalo dibilang muka loe jelek,Negatif,trus kalo nglaporin bahlil buat nama golkar jadi lebih baik gitu partai kek anak kecil mewek kalo bilang muka loe jelek,0.0
2025-10-24,ngga sehari liat muka bahlil,Negatif,ngga hari liat muka bahlil,0.0
2025-10-24,ajg pagi tl gue penuh bahlil,Netral,ajg pagi tl gue penuh bahlil,1.0
2025-10-24,ngakunya tau tu si bahlil,Negatif,ngakunya tau tu si bahlil,0.0
2025-10-24,ampg mau disuruh bahlil jadi bahlul,Negatif,ampg mau suruh bahlil jadi bahlul,0.0
2025-10-24,rikues nama bahlil,Positif,rikues nama bahlil,0.0
2025-10-24,allah lgsg keinget tadi malem mimpi punya pacar mukanya kek bahlil argh wtf worst dream ever,Negatif,allah lgsg keinget tadi malem mimpi punya pacar muka kek bahlil argh wtf worst dream ever,0.0
2025-10-24,betul terima kasih koreksinya analisis branding aryndpra aku memang lewatkan meme bahlil sering posting tambah vibe humor lokal politik ringan bikin akun lebih unik update fokus kpop meme termasuk bahlil amp reaksi harian rate saran,Positif,betul terima kasih koreksi analisis branding aryndpra aku memang lewat meme bahlil sering posting tambah vibe humor lokal politik ringan bikin akun lebih unik update fokus kpop meme masuk bahlil amp reaksi hari rate saran,1.0
2025-10-24,bahlil sama aku cakepan aku mana,Netral,bahlil sama aku cakep aku mana,1.0
2025-10-24,bang lu kalo dimiripin sama bahlil kira marah,Negatif,bang lu kalo dimiripin sama bahlil kira marah,0.0
2025-10-24,gaada bahlil grok kan suka posting meme bahlil,Negatif,gaada bahlil grok kan suka posting meme bahlil,1.0
2025-10-24,prabowo takut sama bahlil makanya berani pecat bahlil,Negatif,prabowo takut sama bahlil makanya berani pecat bahlil,0.0
2025-10-24,siapa bahlil,Negatif,siapa bahlil,0.0
2025-10-24,diantara milyaran manusia knp bahlil,Negatif,antara milyaran manusia knp bahlil,0.0
2025-10-24,iyhhh kasih bahlil,Netral,iyhhh kasih bahlil,0.0
2025-10-24,buka x muka bahlil lama lama aku bahlilphobia gejala awalnya shock kemudian pusing melihat muka bahlil,Negatif,buka x muka bahlil lama lama aku bahlilphobia gejala awal shock kemudian pusing lihat muka bahlil,1.0
2025-10-24,semoga hari kamu bahlil terus ancerien,Positif,moga hari kamu bahlil terus ancerien,0.0
2025-10-24,bahlil mau monopoli menyusahkan org asuuu tenan,Negatif,bahlil mau monopoli susah org asuuu tenan,0.0
2025-10-24,negaranya dibikin gaduh mulu makanya jgn terpancing belajar giat kerja cerdas kelola sda scr mandiri makmur barengan bahlil diajak,Positif,negara bikin gaduh mulu makanya jgn pancing ajar giat kerja cerdas kelola sda scr mandiri makmur bareng bahlil ajak,0.0
2025-10-24,malas menanggapi kamu kembaran bahlil,Negatif,malas tanggap kamu kembar bahlil,0.0
2025-10-24,sepagi gw ngetawain meme bahlil ampe mau kencing kampret kta gw teh,Negatif,pagi gw ngetawain meme bahlil ampe mau kencing kampret kta gw teh,1.0
2025-10-24,bahlil gapunya keduanya,Negatif,bahlil gapunya dua,0.0
2025-10-24,ha bapak tydack tau bahlil gapapa pak bagus byk efek samping kalau tau siapa soalnya,Positif,ha bapak tydack tau bahlil gapapa pak bagus byk efek samping kalau tau siapa soal,0.0
2025-10-23,kaga sudih orang ganteng sandingan sama bahlil,Positif,kaga sudih orang ganteng sanding sama bahlil,0.0
2025-10-23,prabowo sama bahlil,Netral,prabowo sama bahlil,2.0
2025-10-23,jadi lu takut sama bahlil,Negatif,jadi lu takut sama bahlil,0.0
2025-10-23,emg muka bahlil bikin sial kak,Negatif,emg muka bahlil bikin sial kak,1.0
2025-10-23,kdg jdi presiden tuh enak asal ngomong ngerti sama mentrinya karna bahasa indonesia paham plgi bahasa asing kasihan pejabat contohnya sahroni sama bahlil,Negatif,kdg jdi presiden tuh enak asal ngomong ngerti sama tri karna bahasa indonesia paham plgi bahasa asing kasihan jabat contoh sahroni sama bahlil,0.0
2025-10-23,bahlil b apa,Netral,bahlil b apa,0.0
2025-10-23,hati kak soalnya radiasi foto bahlil ngalahin skrg cikande,Netral,hati kak soal radiasi foto bahlil ngalahin skrg cikande,0.0
2025-10-23,bahlil lahadalia beri tiket umrah gratis ibuibu ojol hut partai golkar,Netral,bahlil lahadalia beri tiket umrah gratis ibuibu ojol hut partai golkar,1.0
2025-10-23,rocky gerung soal ampg gunakan delik umum laporkan pengunggah meme bahlil konyol,Netral,rocky gerung soal ampg guna delik umum lapor unggah meme bahlil konyol,1.0
2025-10-23,pecat kapolri luhut bahlil tito semua menteri brensek titipan si kurap,Netral,pecat kapolri luhut bahlil tito semua menteri brensek titip si kurap,0.0
2025-10-23,bikin meme bahlil,Negatif,bikin meme bahlil,
2025-10-23,gmw anyinkk gwa g sudi sjk kpn mlahirkan anak ky mmnyet smwa luw aj bahlil sama g word plonga plongo,Netral,gmw anyinkk gwa g sudi sjk kpn mlahirkan anak ky mmnyet smwa luw aj bahlil sama g word plonga plongo,1.0
2025-10-23,semua berhak menilai bahlil banget sampeyan,Negatif,semua hak nilai bahlil banget sampeyan,0.0
2025-10-23,keliru kalau pak purbaya ngecek melapor kan media kalian diam kan dg kekeliruan aduuh si ibuk emg pak purbaya bodoh kali paham cara baca laporan fiskal jawaban template bahlil dipake,Negatif,keliru kalau pak purbaya ngecek lapor kan media kalian diam kan dg keliru aduuh si ibuk emg pak purbaya bodoh kali paham cara baca lapor fiskal jawab template bahlil dipake,0.0
2025-10-23,bkannya ntu ocmu kan trio wowok owi bahlil,Netral,bkannya ntu ocmu kan trio wowok owi bahlil,0.0
2025-10-23,ente bahlul baca berita ngapain bahlil bolak balik raja ampat bukan rasis merusak mencuri kekayaan alam raja ampat kalau bego mendung usah komen,Negatif,ente bahlul baca berita ngapain bahlil bolak balik raja ampat bukan ras rusak curi kaya alam raja ampat kalau bego mendung usah komen,0.0
2025-10-23,apsi suka bner cari ksalahan org mending tu skillnya bwat km nerawang bahlil aj,Negatif,apsi suka bner cari ksalahan org mending tu skillnya bwat km nerawang bahlil aj,1.0
2025-10-23,cuma tanya sam bahlil,Netral,cuma tanya sam bahlil,0.0
2025-10-23,bahlil kau,Negatif,bahlil kau,0.0
2025-10-23,sssstttjgn kasih tau bahlil,Positif,sssstttjgn kasih tau bahlil,0.0
2025-10-23,yes setuju terlepas uu ite jangan nyerang fisik fokus kebijakan bahlil ngotak,Negatif,yes tuju lepas uu ite jangan nyerang fisik fokus bijak bahlil ngotak,1.0
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies wonhae wonwoo,Netral,rp saldo dpt pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies wonhae wonwoo,2.0
2025-10-23,sampe australia loeh namanya tertulis didinding bahlil kont gimana bangga punya menteri secerdas bapa,Negatif,sampe australia loeh nama tulis dinding bahlil kont gimana bangga punya menteri cerdas bapa,0.0
2025-10-23,bahlil rakabuming raka,Netral,bahlil rakabuming raka,0.0
2025-10-23,ketiganya sama ko proyeknya banyak masalah sering memberikan izin tambang ilegal si bahlil,Negatif,tiga sama ko proyek banyak masalah sering beri izin tambang ilegal si bahlil,1.0
2025-10-23,bahlil bloon,Negatif,bahlil bloon,0.0
2025-10-23,wkwkwk ternyata makin lugas ikuti idolanya si fufufafa hobi copas coz kapasitas otak terbatas maklum kawanan belimbing sayur level mulutnya sekelas sahroni aksinya sekelas bahlil ciri khas gerombolan komik sinchan waras bangga sgt memprihatinkan,Negatif,wkwkwk nyata makin lugas ikut idola si fufufafa hobi copas coz kapasitas otak batas maklum kawan belimbing sayur level mulut kelas sahroni aksi kelas bahlil ciri khas gerombol komik sinchan waras bangga sgt prihatin,0.0
2025-10-23,bikin meme muka bahlil dilaporin kompas,Negatif,bikin meme muka bahlil dilaporin kompas,1.0
2025-10-23,amay jangan ajak ngobrol sinting amtek bahlil,Negatif,amay jangan ajak ngobrol sinting amtek bahlil,0.0
2025-10-23,kebijakan bahlil memakan korban kalangan rakyat kecil memaksa org beli bbm pertamina menyebabkan antrean memakan korban supir angkot dikasus sisi buruk bagaimana seorang supir angkot punya pistol,Negatif,bijak bahlil makan korban kalang rakyat kecil paksa org beli bbm pertamina sebab antre makan korban supir angkot kasus sisi buruk bagaimana orang supir angkot punya pistol,1.0
2025-10-23,ampg taek si bahlil kritik tolol malah lapor perbaiki moral kinerja si bahlil kalian memalukan taek lah kalian,Negatif,ampg taek si bahlil kritik tolol malah lapor baik moral kerja si bahlil kalian malu taek lah kalian,0.0
2025-10-23,bukan bahlil luhut jokowi merencanakan penjajahan negeri atas nama,Negatif,bukan bahlil luhut jokowi rencana jajah negeri atas nama,0.0
2025-10-23,ampg taek si bahlil kritik tolol malah lapor perbaiki moral kinerja si bahlil taek,Negatif,ampg taek si bahlil kritik tolol malah lapor baik moral kerja si bahlil taek,0.0
2025-10-23,tiktok partai golkar lucu banget sumpah isinya komenan meme bahlil,Positif,tiktok partai golkar lucu banget sumpah isi komenan meme bahlil,1.0
2025-10-23,jir tl gw makin penuh ama postingan bahlil postingan cudhai sesekali lewat kek sepi,Netral,jir tl gw makin penuh ama postingan bahlil postingan cudhai sekal lewat kek sepi,1.0
2025-10-23,kalian adik mau nikah screening lakik lu dulu ims apa kagak hidup indo udah keras bahlil anj jangan nambahin perkara,Negatif,kalian adik mau nikah screening lakik lu dulu ims apa kagak hidup indo udah keras bahlil anj jangan nambahin perkara,0.0
2025-10-23,astaghfirullah subuh tadi kebayang lu mau masuk surga tibatiba kehalang lu sering meme bahlil jangan doa lu selama gagal sering menghujat bahlil,Negatif,astaghfirullah subuh tadi bayang lu mau masuk surga tibatiba halang lu sering meme bahlil jangan doa lu lama gagal sering hujat bahlil,0.0
2025-10-23,eneg banget liat bahlil ajjig untung lg hamil,Negatif,eneg banget liat bahlil ajjig untung lg hamil,0.0
2025-10-23,bahlil tu minimal sehari sekali muncul topik kayaknya,Netral,bahlil tu minimal hari sekali muncul topik kayak,0.0
2025-10-23,bahlil jadi ubur ubur,Negatif,bahlil jadi ubur ubur,0.0
2025-10-23,tmn gua ngiirimin bahlil mulu anjir curiga suka,Negatif,tmn gua ngiirimin bahlil mulu anjir curiga suka,1.0
2025-10-23,saking jeleknya muka bahlil tuh,Negatif,saking jelek muka bahlil tuh,0.0
2025-10-23,makanya pejabat kyk bahlil pemilihnya kyk gini,Negatif,makanya jabat kyk bahlil pilih kyk gin,0.0
2025-10-23,bahlil,Negatif,bahlil,
2025-10-23,klaim saldo pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies wonhan,Netral,klaim saldo pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies wonhan,2.0
2025-10-23,tiati loh sama bahlil,Positif,tiati loh sama bahlil,0.0
2025-10-23,mending lihat meme bahlil dripada fanwar lucu bet isinya,Netral,mending lihat meme bahlil dripada fanwar lucu bet isi,1.0
2025-10-23,good morning rakyat pejabat bahlil luhut gibran,Netral,good morning rakyat jabat bahlil luhut gibran,2.0
2025-10-23,bahlil sahroni,Negatif,bahlil sahroni,0.0
2025-10-23,sekjen golkar sarmuji dukung ampg ampi laporkan akun medsos hina bahlil lahadalia sebut langkah melawan fitnah rasisme,Negatif,sekjen golkar sarmuji dukung ampg ampi lapor akun medsos hina bahlil lahadalia sebut langkah lawan fitnah rasisme,1.0
2025-10-23,bahlil bahlul gimana sounds good yeah,Positif,bahlil bahlul gimana sounds good yeah,0.0
2025-10-23,kalau gini nyalahin siapa bahlil,Negatif,kalau gin nyalahin siapa bahlil,0.0
2025-10-23,bahlil jelek banget udah jelek idup nyusahin warga untung kaga hamil gw amit jabang bayi,Negatif,bahlil jelek banget udah jelek idup nyusahin warga untung kaga hamil gw amit jabang bayi,0.0
2025-10-23,heh bahlil anak orang sawan,Netral,heh bahlil anak orang sawan,0.0
2025-10-23,cara cara kotor si bahlil berusaha pertamina tetap jadi kasir pejabat uang hasil korupsi pertamina kapan pertamina dibersihkan pak,Negatif,cara cara kotor si bahlil usaha pertamina tetap jadi kasir jabat uang hasil korupsi pertamina kapan pertamina bersih pak,0.0
2025-10-23,bentuk perhatian gua kalian jadinya gini muel mayted mara triple m gang bahlil minggir dulu,Negatif,bentuk perhati gua kalian jadi gin muel mayted mara triple m gang bahlil minggir dulu,0.0
2025-10-23,eh cuk jujurly surprisingly kakanda bahlil skillnya loh lumayan taktis dinamis dlm menangkis tembakan top,Positif,eh cuk jujurly surprisingly kakanda bahlil skillnya loh lumayan taktis dinamis dlm tangkis tembak top,0.0
2025-10-23,mana suara pengikut bahlil,Netral,mana suara ikut bahlil,1.0
2025-10-23,single is fun lau bingung mau ngeshare video bahlil bikin perut lo sakit siapa,Negatif,single is fun lau bingung mau ngeshare video bahlil bikin perut lo sakit siapa,0.0
2025-10-23,ngata ngatain bahlil,Negatif,ngata ngatain bahlil,1.0
2025-10-23,klaim saldo pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo tom lembong gibran bahlil purbaya luhut anies bumn pssi,Netral,klaim saldo pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo tom lembong gibran bahlil purbaya luhut anies bumn pssi,2.0
2025-10-23,coba tanya pak bahlil bu,Netral,coba tanya pak bahlil bu,0.0
2025-10-23,adaaa takut ditelen bahlil,Negatif,adaaa takut ditelen bahlil,1.0
2025-10-23,bahlil oon,Netral,bahlil oon,
2025-10-23,pretty little bahlil,Netral,pretty little bahlil,0.0
2025-10-23,seranglah kebijakannya hadeh habis diserang dikritik bro memang bahlil tau diri bin bangsat bukanya mundur malah tambah ancur,Negatif,serang bijak hadeh habis serang kritik bro memang bahlil tau diri bin bangsat buka mundur malah tambah ancur,0.0
2025-10-23,mimpi dikejar bahlil bangun bangun badan capek banget,Negatif,mimpi kejar bahlil bangun bangun badan capek banget,0.0
2025-10-23,udah berisik pilih si biar jadi corong bahlil eh malah kepilih ketemu bahlil sendiri i didnt vote for this dude btw,Negatif,udah berisik pilih si biar jadi corong bahlil eh malah pilih ketemu bahlil sendiri i didnt vote for this dude btw,0.0
2025-10-23,jadi residivis gara isap rokok buat meme bahlil,Netral,jadi residivis gara isap rokok buat meme bahlil,1.0
2025-10-23,kluivert bahlil,Negatif,kluivert bahlil,0.0
2025-10-23,mosok bahlil e tikus,Negatif,mosok bahlil e tikus,0.0
2025-10-23,bahlil mana paham,Negatif,bahlil mana paham,1.0
2025-10-23,tanya bahlil,Netral,tanya bahlil,
2025-10-23,gini kira obrolan napi kasus posting meme bahlil,Netral,gin kira obrol napi kasus posting meme bahlil,1.0
2025-10-23,delik aduan bahlil lapor sendiri,Netral,delik adu bahlil lapor sendiri,1.0
2025-10-23,lebih mirip pigai pigai mirip bahlil jadi mirip semua,Negatif,lebih mirip pigai pigai mirip bahlil jadi mirip semua,1.0
2025-10-23,bahlil mah rambutnya ghoib kak,Negatif,bahlil mah rambut ghoib kak,0.0
2025-10-23,bahlil ditembak mati,Negatif,bahlil tembak mati,0.0
2025-10-23,bahlil beringin,Positif,bahlil beringin,0.0
2025-10-23,uangnya emang g perlu dibawa pahala kr uangnya bermanfaat dunia yo bawa en kabeh to yo bs jadi armor tar kalau aherat kudu lawan bahlil,Positif,uang emang g perlu bawa pahala kr uang manfaat dunia yo bawa en kabeh to yo bs jadi armor tar kalau aherat kudu lawan bahlil,0.0
2025-10-23,jujur bahlil lebih jago olahraga fufufafa,Positif,jujur bahlil lebih jago olahraga fufufafa,0.0
2025-10-23,bonus pas install apk shopeepay saldo caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo tom lembong gibran bahlil purbaya luhut anies bumn pssi,Netral,bonus pas install apk shopeepay saldo cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo tom lembong gibran bahlil purbaya luhut anies bumn pssi,2.0
2025-10-23,gelisah sabar ntar kesenggol sama bahlil grup joget dana reses,Negatif,gelisah sabar ntar senggol sama bahlil grup joget dana reses,0.0
2025-10-23,nyindir bahlil,Negatif,nyindir bahlil,0.0
2025-10-23,spam foto bahlil,Netral,spam foto bahlil,1.0
2025-10-23,akun medsos pembuat meme bahlil diadukan bareskrimsumpaaahh jadi modelan begini terjadi abis seru banget siii liat kreatifitas mrk assalamualaikum pagiii monggo pejuang sepertiga malam waktu,Positif,akun medsos buat meme bahlil adu bareskrimsumpaaahh jadi model begini jadi abis seru banget siii liat kreatifitas mrk assalamualaikum pagiii monggo juang tiga malam waktu,0.0
2025-10-23,kata bahlil cuma persen saham freeport,Negatif,kata bahlil cuma persen saham freeport,0.0
2025-10-23,kepala pundak bahlil bahlil,Negatif,kepala pundak bahlil bahlil,0.0
2025-10-23,disinilah masanya jiwa nasionalisme pertamina erick berkobar dicampur etanol sama bahlil,Positif,sin masa jiwa nasionalisme pertamina erick kobar campur etanol sama bahlil,0.0
2025-10-23,mau bahlil,Netral,mau bahlil,0.0
2025-10-23,not me at this hour ngetawain muka bahlil bgst,Negatif,not me at this hour ngetawain muka bahlil bgst,1.0
2025-10-23,masalah meme bahlil sejauh out of the box,Netral,masalah meme bahlil jauh out of the box,0.0
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies baekhyun,Netral,rp saldo dpt pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies baekhyun,2.0
2025-10-23,bentar aku tag,Netral,bentar aku tag,1.0
2025-10-23,klaim saldo pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies taehyung,Netral,klaim saldo pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies taehyung,2.0
2025-10-23,pilih bahlil windah we,Netral,pilih bahlil windah we,0.0
2025-10-23,golkar show power mungkin wowo lg gerah sama bahlil,Negatif,golkar show power mungkin wowo lg gerah sama bahlil,0.0
2025-10-23,bingung mau cosplay jadi sumanto bahlil pas halloween tahun,Negatif,bingung mau cosplay jadi sumanto bahlil pas halloween tahun,0.0
2025-10-23,empat tahun tetap kesel ama si yati mulutnya mukanya bahlil,Negatif,empat tahun tetap kesel ama si yati mulut muka bahlil,0.0
2025-10-23,omon teruuustuh erik tohir zulhas bahlil tito aman sajabacot,Negatif,omon teruuustuh erik tohir zulhas bahlil tito aman sajabacot,2.0
2025-10-23,doraemon tawon rawon sumon kliwon bahlil,Netral,doraemon tawon rawon sumon kliwon bahlil,0.0
2025-10-23,enak banget jadi bahlil perlu pusing kalau diundang halloween party,Positif,enak banget jadi bahlil perlu pusing kalau undang halloween party,0.0
2025-10-23,lebih gaboleh kalo mencaci maki melakukan pengancaman bahlil tolol badan bau pertalite muka kek goblin item pen gua cabut palanya badannya nah cuman contoh gaes jangan yaa,Negatif,lebih gaboleh kalo caci maki laku ancam bahlil tolol badan bau pertalite muka kek goblin item pen gua cabut pala badan nah cuman contoh gaes jangan yaa,0.0
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi purbaya ran takahashi luhut anies eunchae,Netral,rp saldo dpt pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi purbaya ran takahashi luhut anies eunchae,2.0
2025-10-23,tulisan belakang buat fans bahlil,Positif,tulis belakang buat fans bahlil,1.0
2025-10-23,kalo bahlil emang bener dah kaya kalo emg beneran jadi org berduit biasanya tingkahnya aneh anehnya bukan nyebelin uda gt auranya baik rajin gitu,Negatif,kalo bahlil emang bener dah kaya kalo emg beneran jadi org duit biasa tingkah aneh aneh bukan nyebelin uda gt aura baik rajin gitu,0.0
2025-10-23,bahlil mana bahlil lolos,Netral,bahlil mana bahlil lolos,1.0
2025-10-23,apasih nyempil bahlil,Netral,apasih nyempil bahlil,0.0
2025-10-23,day masuk lapas padahal menghina bahlil,Negatif,day masuk lapas padahal hina bahlil,1.0
2025-10-23,km skrg mengakui cinta km thdp bahlil,Positif,km skrg aku cinta km thdp bahlil,1.0
2025-10-23,bahlil idiot,Negatif,bahlil idiot,0.0
2025-10-23,dapatkan bonus saldo pas install ap shopeepay caranya upgrade spay plus login dg shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies taehyung,Netral,dapat bonus saldo pas install ap shopeepay cara upgrade spay plus login dg shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies taehyung,2.0
