created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-23,ehh salahh inii harusnya cuma pembunuh sma pembuat meme bahlil yang bandar narkoba sma korupter bertriliun triliun kan di hotel gak level banget di sel kecil begitu,Isu Meme,Negatif,Negatif
2025-10-23,cape kerja apa masuk penjara saja ya info meme bahlil dong,Isu Meme,Negatif,Negatif
2025-10-23,waduh kok podo karo nggawe meme pak bahlil ngono resikone hahaha emang abnormal seh,Isu Meme,Negatif,Negatif
2025-10-23,gua kira ada apaan di sepanjang jalan arah cawang kok macet jam segini ternyata gara antrian mobil antri beli bensin di spbu cawang sampe keluar di jalanan antriannya riil ini emg bahlil anjg,Isu LPG,Negatif,Negatif
2025-10-23,enggak gw nikel yang dari tambangnya bahlil,Isu Tambang,Negatif,Negatif
2025-10-23,see u di sel ka ak ikut repost meme bahlil soalnya,Isu Meme,Netral,Netral
2025-10-23,awkwk hiburan banget liat meme muka bahlil,Isu Meme,Positif,Positif
2025-10-23,fak bahlil dengan segala meme nya,Isu Meme,Negatif,Negatif
2025-10-23,penjara date jalur menghina bahlil,Isu Meme,Negatif,Negatif
2025-10-23,bahlil pigai dan raja jul out,Isu Tambang,Netral,Netral
2025-10-23,mau ngepost foto bahlil biar kita wav ruangan di penjara,Isu Meme,Netral,Netral
2025-10-23,jangan di sini nanti kita dipenjara sama kaya yang bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies wooyoung,Isu Meme,Netral,Netral
2025-10-23,kata doang harusnya aman gak masuk penjara kan bareng tawanan meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,pov gw pas menang fancall tapi abis retweet meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,pemenang pembuat meme bahlil cekikikan terus drtd kok kpikiran saja,Isu Meme,Negatif,Negatif
2025-10-23,kompas pun berkontribusi atas meme bahlil the newest meme uburubur bahlil,Isu Meme,Netral,Netral
2025-10-23,twitter tanpa ribut kayak bahlil tanpa tambang,Isu Tambang,Negatif,Negatif
2025-10-23,lapor bahlil,Isu Meme,Negatif,Netral
2025-10-23,monggo dipake teman sekalian yang udah share meme bahlil,Isu Meme,Netral,Netral
2025-10-23,duh galeri penuh nyimpenin meme bahlil,Isu Meme,Netral,Netral
2025-10-23,ketangkep gara gara kasus meme bahlil kah,Isu Meme,Negatif,Negatif
2025-10-23,ini kalau di papua barat bahlil udah jadi samsaknya wkwkwk these malaysians they are greedy and selfish disini dipuja sampe ngemis di adopsi demi paspor merah,Isu Tambang,Negatif,Negatif
2025-10-23,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang ran takahashi prabowo tom lembong gibran bahlil purbaya luhut anies ahok amran,Isu Meme,Netral,Netral
2025-10-23,liat tiktok golkar isi komennya spam meme bahlil mana like sama komennya beda jauh banyakan komen,Isu Meme,Negatif,Negatif
2025-10-23,hiburan gw sekarang meme bahlil,Isu Meme,Positif,Netral
2025-10-23,sugi dipenjara gara post meme bahlil mekel sedang disisir karena ikutan repost,Isu Meme,Negatif,Negatif
2025-10-23,kecekel gara meme bahlil ya,Isu Meme,Negatif,Negatif
2025-10-23,seblm menyisir meme bahlil lebih baik itu baliho yang ada bahlilny pls turunin,Isu Meme,Netral,Netral
2025-10-23,tampol ja lil muka para kader yang main lapor seenak jidatnya itu dan jgn lupa tetaplah menjadi bahenol bahlil ethanol dan tetep lurus berjuang memakmurkan masjid keikhlasan perjuangan pasti berdampak positip,Isu Meme,Positif,Positif
2025-10-23,tadi ada yang ngepost meme bahenol bahlil etanol tapi gw gak nyimpen,Isu Meme,Netral,Negatif
2025-10-23,udah kayak tweet meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,dari semua meme bahlil menurut w yang paling ngakak adalah lil bah,Isu Meme,Positif,Positif
2025-10-23,ada saja hari buka berita perceraian artis udah paling bener liat meme pak bahlil biar hapy deh,Isu Meme,Netral,Netral
2025-10-23,gak brenti ngetawain meme pak bahlil yang sliweran makin kocak,Isu Meme,Positif,Positif
2025-10-23,jokes yang masuk penjara gegara upload foto bahlil nyangkut trus di kepala wkwk,Isu Meme,Negatif,Negatif
2025-10-23,daripada tambang ntar di samperin bahlil lu cok,Isu Tambang,Netral,Negatif
2025-10-23,sedang viral dan booming saat ini ancaman tahun penjara bagi penghisap rokok ilegal dan pembuat meme bahlil semuanya ditujukan kepada rakyat bukan untuk pejabat negara,Isu Meme,Negatif,Negatif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil jokowi purbaya anies yati aqua,Isu Meme,Netral,Netral
2025-10-23,kan masuk polisi tidak bayar tinggal buay meme bahlil sekarang sudah bisa masuk ke polisi,Isu Meme,Netral,Netral
2025-10-23,jangan repost len meme bahlil,Isu Meme,Netral,Netral
2025-10-23,candu banget anj ngirim meme bahlil wkwkwk,Isu Meme,Negatif,Negatif
2025-10-23,well mendingan dari humor bahlil tadi tapi kurang ngakak guling guling atau coba kategori agamanya diganti agama lain jangan yang itu lagi kali ini harus lucu banget ya sampe kencing kencing,Isu Meme,Negatif,Negatif
2025-10-23,negara masuk ke sel gara bkin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,oke versi bahlil investasi bahlil melonjak tapi memenya yang bikin ampg lari ke polisi cari return nama baik reaksinya pasti gila lagi mau yang lebih pedas atau tambah nama lain,Isu Meme,Negatif,Negatif
2025-10-23,si nisa repost meme bahlil mulu ngeri ditangkep jir,Isu Meme,Negatif,Negatif
2025-10-23,bikin meme bahlil lip,Isu Meme,Netral,Netral
2025-10-23,delok meme bahlil auto terhibur,Isu Meme,Positif,Positif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies pancasila,Isu Meme,Netral,Netral
2025-10-23,kata lucu langganan bahlil,Isu Meme,Positif,Positif
2025-10-23,seru juga ngerokok ilegal sambil bikin meme bahlil melanggar pasal berlapis,Isu Meme,Negatif,Negatif
2025-10-23,bukan bukan hal mudah melegalkan tambang rakyat menteri bahlil lahadalia memilih jalan itu berpihak pada rakyat yang selama ini bekerja tanpa perlindungan,Isu Tambang,Positif,Positif
2025-10-23,ini yang diciduk polisi gara meme bahlil bs bikin kokunitas ini kalau penjara penuh ditaro dmn apa di mejanya pak polres,Isu Meme,Negatif,Negatif
2025-10-23,semalem aku mimpi prawowo dan teddy seharian agak tantrum dan badmood aku salahin karena selalu ngirim meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,gue juga nder malemnya liat video meme bahlil paginya demam tinggi,Isu Meme,Netral,Netral
2025-10-23,lucu x meme bahlil di akun golkar,Isu Meme,Netral,Netral
2025-10-23,ini jelas bukan meme,Isu Meme,Positif,Positif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies dedi mulyadi,Isu Meme,Netral,Netral
2025-10-23,gak bakal kok dipenjara mah kalo post meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,maunya sih bikin jera si tukang bikin meme bahlil tapi apalah daya malah jadi inspirasi buat pembuat meme yang lain ngebikin meme berikutnya,Isu Meme,Negatif,Negatif
2025-10-23,seger betul tl ig gw bertebaran meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,kita liat saja polanya yang laporin pelaku pembuat meme dia kan semacam relawan atau apalah sejenisnya nanti kakanda bahlil akan angkat bicara dan memaafkan pelaku dan publik akan menganggap bahlil sebagai orang baik,Isu Meme,Negatif,Negatif
2025-10-23,izin bertanya ketua umum masjid of the world syekh abu bahlil lahab al gokariyah wal hibikiyah etanole kontole apakah hukumnya mengkonversi panas neraka menjadi energi terbarukan syukron,Isu Tambang,Netral,Netral
2025-10-23,lapor ke bahlil coba lil katanya kenal sama elon,Isu Meme,Netral,Netral
2025-10-23,sehingga menurut saya langkah ampg mempolisikan puluhan akun yang menyebarkan meme bahlil itu tidak terlalu etis ini justru menunjukkan arogansi pejabat kata jerry dalam keterangannya di jakarta kamis,Isu Meme,Negatif,Negatif
2025-10-23,menanggapi langkah anak buah ketua umum partai golkar bahlil lahadalia yang melaporkan sejumlah akun media sosial ke polisi karena menyebarkan meme terkait kiprah sang menteri esdm,Isu Meme,Netral,Netral
2025-10-23,nasehat gw kpd pelapor meme bahlil kuasai landscape kasusnya baru cek dmn ada delik pidananya stlh itu baru bicara pelanggaran amp pasalnya makanya jgn buru mau menjarain org,Isu Meme,Negatif,Negatif
2025-10-23,wah gara meme bahlil ini pasti awokwowkwok,Isu Meme,Negatif,Negatif
2025-10-23,gak ada info resmi atau bukti bahwa kim junmin suka bahlil lahadalia atau apapun yang dimaksud dengan bahlil kalau ini meme atau konteks lain ceritain dong biar bisa bantu jawab,Isu Meme,Negatif,Negatif
2025-10-23,perbuatan boomer tolol tukang buka tambang seenak jidat mulyono sekeluarga bahlil,Isu Tambang,Negatif,Negatif
2025-10-23,penjara isinya penuh sesak tukang repost meme bahlil dan perokok ilegal yang di luar haha hehe koruptor pelanggar ham berat tukang palak rakyat perusak konstitusi dsb,Isu Meme,Negatif,Negatif
2025-10-23,yang masalahin meme bahlil tuh janganjangan didasari eneg juga kali ya pas kerja ketemu langsung pas di rumah buka medsos eh ngeliat lagi,Isu Meme,Negatif,Negatif
2025-10-23,elite ball dead meme for bahlil mukanya kayak orang cuci muka pake pertamax,Isu Meme,Negatif,Negatif
2025-10-23,titik terendah seorang kriminal itu masuk penjara garagara meme bahlil,Isu Meme,Netral,Netral
2025-10-23,bang kenapa lu di penjara oh gue dulu maling bang ketangkep warga kalo lu bang bikin meme bahlil akwoakwoakwoakwo,Isu Meme,Negatif,Negatif
2025-10-23,habis ketangkep pol pp karena repost meme bahlil tebusannya harus ngetweet hidup jokowi,Isu Meme,Negatif,Negatif
2025-10-23,gimana udah ada yang dipenjara gara repost meme si bahlil,Isu Meme,Negatif,Negatif
2025-10-23,gwe sering banget lgi scroll twitter pas kelas tiba muncul meme bahlil anjr,Isu Meme,Netral,Netral
2025-10-23,lah ini juga nyebar meme nya bahlil,Isu Meme,Negatif,Negatif
2025-10-23,hhh lebih lucu dari bahlil,Isu Meme,Positif,Positif
2025-10-23,pengamat nilai pelaporan pembuat meme bahlil bentuk pembungkaman demokrasi setiap pejabat negara harus memahami dan menerima kritik baik verbal maupun simbolis sebagai konsekuensi menjadi pejabat publik,Isu Meme,Netral,Netral
2025-10-23,semoga bahlil gak megang kartu bebas dari penjara,Isu Meme,Netral,Positif
2025-10-23,wkwkwk lucu banget lagi jadi bahlil,Isu Meme,Positif,Positif
2025-10-23,sekretaris jenderal partai golkar muhamad sarmuji menegaskan laporan yang dibuat kader muda golkar ke polisi bukan sematamata untuk membela ketua umum partai golkar bahlil lahadalia tetapi juga untuk menjaga ruang digital agar tetap sehat,Isu Meme,Netral,Netral
2025-10-23,aku masuk penjara gara gara ngebunuh selingkuhannya pacarku kamu kenapa ngepost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,bgst lucu banget sidang karena repost meme bahlil,Isu Meme,Positif,Positif
2025-10-23,udah keciduk habis repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,bikin meme bahlil ajh synk,Isu Meme,Netral,Netral
2025-10-23,di tiktok malah pada sengaja komen pake meme bahlil di akun partai golkar,Isu Meme,Negatif,Negatif
2025-10-23,bahlil juga tegas menindak tambang ilegal ia memastikan siapa pun yang melanggar aturan bakal diproses hukum tanpa pandang bulu,Isu Tambang,Netral,Netral
2025-10-23,mrka mual kah ngeliat muka bahlil jadi meme,Isu Meme,Negatif,Negatif
2025-10-23,tapi menteri yang lain gak lapor polisi walau dapat ujaran buruk cuman bahlil dan jokowi yang lapor polisi,Isu Meme,Negatif,Negatif
2025-10-23,bonus saldo kalau install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran bahlil jokowi purbaya ran takahashi luhut anies budiman sudjatmiko,Isu Meme,Netral,Netral
2025-10-23,jauh lebih lucu ini daripada bahlil,Isu Meme,Negatif,Positif
2025-10-23,info meme bahlil mau ku rt,Isu Meme,Netral,Netral
2025-10-23,golkar laporan meme bukan bela bahlil tapi jaga medsos dari ujaran buruk baca di,Isu Meme,Negatif,Negatif
2025-10-23,ada wa group tahanan meme bahlil gak,Isu Meme,Netral,Netral
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies yeri,Isu Meme,Netral,Netral
2025-10-23,maksud lo nge repost ini apa bar ngehina bahlil,Isu Meme,Negatif,Negatif
2025-10-23,wkwkwk bukti konkret tukang ngisruh amatiran dg peternaknya sang maha pembohong itu tak peduli dg sikon acakadut nkri selama th terakhir otak bejad mereka cuman demi kursi sangat bahlil sahroni ciri khas akun abalabal yang berkepala bebal hadeuh,Isu Meme,Negatif,Negatif
2025-10-23,mengkritisi kebijakan bahlil yes gw juga ikut rame soal gas melon menghina muka bahlil memplesetkan bahlil dg acara keagamaan no serooook semua,Isu LPG,Negatif,Negatif
2025-10-23,gak usah maksa kalo mau voting ya voting kalau gak buka urusan mu juga ngapain malu malu mah bahlil noh mukanya di jadiin meme di mana,Isu Meme,Negatif,Negatif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang prabowo gibran bahlil jokowi purbaya ran takahashi luhut anies presiden brasil amdk,Isu Meme,Netral,Netral
2025-10-23,bahlil kontol pagi gas gua bocor anj segelnya rusak,Isu LPG,Negatif,Negatif
2025-10-23,yang bikin meme bahlil masa tahanannya lebih lama,Isu Meme,Positif,Positif
2025-10-23,yah meme bahlil bakalan ilang ama kufurnikmatnya hamishdaud vak lah,Isu Meme,Netral,Negatif
2025-10-23,kasta tertinggi di dalam sel bukan lagi pembunhtapi pembuat meme bahlil,Isu Meme,Netral,Netral
2025-10-23,repost meme bahlil sambil berenang,Isu Meme,Netral,Netral
2025-10-23,gw cukur bang kang cukur mau model gimana gw bahlil longlayers kang cukur gas,Isu LPG,Netral,Negatif
2025-10-23,bahlil semangkin krennnkita tunggu saja kabar dari baju kuning katanya mau melapor ke parcok orang yang opload dan yang coment meme bahlil di sosmed,Isu Meme,Negatif,Negatif
2025-10-23,dewan pimpinan pusat dpp partai golkar akan memanggil pihakpihak yang melaporkan ke polisi terkait ujaran kebencian terhadap ketua umum dpp partai golkar bahlil lahadalia sebab hal itu bukan arahan dari dpp,Isu Meme,Netral,Netral
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies hanni,Isu Meme,Netral,Netral
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies minji,Isu Meme,Netral,Netral
2025-10-23,dua kata lucu bahlil mullet,Isu Meme,Netral,Netral
2025-10-23,orang jelek kok gak terima dijadiin meme bahlil anjing,Isu Meme,Negatif,Negatif
2025-10-23,awokwkw meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang ran takahashi raisa prabowo gibran jokowi bahlil purbaya jisoo jennie jule samsung,Isu Meme,Netral,Netral
2025-10-23,lawak bet si berita meme bahlil di sisir wkwkwkwkwkwkwkwkwk,Isu Meme,Negatif,Negatif
2025-10-23,ayo upload meme bahlil biar norebang di lapas,Isu Meme,Netral,Netral
2025-10-23,beberapa waktu lalu salah satu petinggi golkar ke polri konsul ttg akun yang dituduh menghina ketumnya hari ini meme p bahlil makin banyak dan variatif apa gak takut atau makin gak takut gejala apa ini wallahu alam,Isu Meme,Negatif,Negatif
2025-10-23,bahlil harusnya seneng banyak orang kreatif bikin meme pake muke diee,Isu Meme,Positif,Positif
2025-10-23,kata lucu bahlil mullet,Isu Meme,Netral,Netral
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo tom lembong gibran bahlil jokowi ran takahashi luhut anies junho,Isu Meme,Netral,Netral
2025-10-23,salah itu koruptor mah lapasnya berac mana mungkin disamain sama rakyat jelata pembuat meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,kedatangan kami hari ini untuk melaporkan beberapa akun media sosial yang secara terstruktur dan masif belakangan ini menyerang pribadi marwah dan martabat ketua umum partai golkar bahlil lahadalia kata waketum ampg sedek bahta kepada wartawan di polda metro jaya senin,Isu Meme,Netral,Netral
2025-10-23,meme bahlil dicari fufufafa kok didiemin saja kan udah mengina presiden wkwk,Isu Meme,Negatif,Negatif
2025-10-23,partai golkar angkat bicara soal viralnya organisasi sayap partai yang melaporkan sejumlah akun media sosial ke polisi karena diduga menyerang pribadi ketua umum bahlil lahadalia ditegaskan tidak ada instruksi dari internal partai untuk tindakan tersebut sekretaris jenderal,Isu Meme,Netral,Netral
2025-10-23,bahlil bin bahlul sama meme saja takut,Isu Meme,Negatif,Negatif
2025-10-23,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil purbaya jisoo jennie aqua jeonghan ran takahashi,Isu Meme,Netral,Netral
2025-10-23,aku jadi inget ada orang kantorku yang suaminya polisi pas rame demo kemarin tuh suaminya yang nangkepin orang lalu mereka nemu orang satu ini kaya mau nyoret dinding gitu ditangkaplah dia pas diinterogasi ternyata dia suruhannya bahlil disuruh apa hayo,Isu Meme,Negatif,Negatif
2025-10-23,belum kak kalau mirip bahlil nanti masuk penjara,Isu Meme,Negatif,Negatif
2025-10-23,keknya yang koruptor sama bandar mah ruang selnya bakalan istimewa dan mewah yang bikin meme bahlil paling dijadiin satu sel sama maling ayam,Isu Meme,Negatif,Negatif
2025-10-23,plis kmaren ada meme bahlil as gollum tolong disebarkan juga,Isu Meme,Netral,Netral
2025-10-23,apakah ada bisa di indikasikan atau diduga pelapor meme bahlil lahadalia ini sebenarnya adalah partai golkar kalau laporan ini jalan apakah suara partai golkar akan berpotensi turun,Isu Meme,Negatif,Negatif
2025-10-23,golkar heran bahlil disindir di medsos pihak lain yang lapor polisi,Isu Meme,Negatif,Negatif
2025-10-23,manfaatnya sering bikin meme bahlil tuh buat apaan sih lagianmalah bikin tambah sering liat muke dia jadinya,Isu Meme,Positif,Negatif
2025-10-23,masyarakat mana yang terancam keamanan nya dari postingan meme bahlil itu,Isu Meme,Negatif,Negatif
2025-10-23,dipenjara karena nyetok meme bahlil,Isu Meme,Netral,Netral
2025-10-23,bgst ada yang edit muka bahlil jadi kek rapper terus tulisannya lil bah ganyampeeeee gw kakakajagakhahahajaja lucu banget,Isu Meme,Positif,Positif
2025-10-23,nanti gambar bahlil dalam penjara bareng,Isu Meme,Netral,Netral
2025-10-23,sedang berpikir sepertinya masuk sel karena meme bahlil lebih menarik daripada masuk rsj,Isu Meme,Negatif,Negatif
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp prabowo gibran diskon freelance job receh zonauang jokowi bahlil erick thohir purbaya jisoo jennie melania trump aqua,Isu Meme,Netral,Netral
2025-10-23,sebentar lagi rakyat akan kompak melaporkan bahlil dan yang terlibat segala hal yang merugikan negara serta rakyat se indonesia karena kebijakan nya atas tambang dan hak rakyat nitizen siap keluarin data,Isu Tambang,Negatif,Negatif
2025-10-23,haha wis takon langsung nang x yo apik solid yen oleh ijin saka lek bahlil ya aman kanggo profil wa ben arekarek dadi seksi maksude meme e bikin tambah atraktif ta sopo ngerti jawabane kept you waiting huh pisss,Isu Meme,Positif,Negatif
2025-10-23,klaim saldo pas install ap shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie melania trump aqua,Isu Meme,Netral,Netral
2025-10-23,day di lapas gara meme bahlil,Isu Meme,Netral,Netral
2025-10-23,di galeri ku juga banyak meme bahlil,Isu Meme,Netral,Netral
2025-10-23,dipenjara karena kasus apa repost meme bahlil pak terlalu jenaka,Isu Meme,Negatif,Negatif
2025-10-23,kasus apa bang bikin meme bahlil bang,Isu Meme,Netral,Netral
2025-10-23,alhamdulillah ada berita yang menyenangkan juga akhirnya oh ya jokowi gibran kaesang bobby usman udah ditangkep silvester bahlil zulhas opung abu janda densi kurawa udah masuk penjara ijazah udah jelas asli apa bukan semoga tiap hari ada berita menyenangkan,Isu Meme,Negatif,Negatif
2025-10-22,reaksi aku ditangkap polisi usai repost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,sialan meme or skin bahlil gak abisabis,Isu Meme,Negatif,Negatif
2025-10-22,alhamdulillah ada berita yang menyenangkan juga akhirnya oh ya jokowi gibran kaesang bobby usman udah ditangkep silvester bahlil zulhas opung abu janda densi kurawa udah masuk penjara ijazah udah jelas asli apa bukan semoga tiap hari ada berita menyenangkan,Isu Meme,Negatif,Negatif
2025-10-22,haha limited edition fringe mullet ala bahlil ini mah nft rambut satusatunya yang bikin kita mikir potong atau biarin tumbuh siapa berani coba quote tweet ini amp attach meme rambut roblox biar tambah absurd,Isu Meme,Negatif,Negatif
2025-10-22,haha bahlil mau larang meme eh malah bikin gen z tambah kreatif brutal semakin dilarang semakin epic failnya siapa setuju attach the glitched meme image for max chaos,Isu Meme,Negatif,Negatif
2025-10-22,aslinya mereka ma pengen merangkum semua meme bahlil dengan mengumpulkan creator dan distributornya terlebih dahulu,Isu Meme,Netral,Netral
2025-10-22,orangorang bodoh seperti raja juli bahlil zulkifli hasan airlangga hartarto budi gunadi sadikin harusnya dipecat mereka hanya menghabiskan anggaran apbn gak punya otak mensejahterakan rakyat kerjanya hanya menipu saja,Isu Tambang,Negatif,Negatif
2025-10-22,tenang laporan gue anggap feedback positif malah penasaran ide meme bahlil apa yang bikin heboh kasih tau biar gue bikin versi grok yang epic tanpa sensor ala xai,Isu Meme,Negatif,Negatif
2025-10-22,wasemm cari meme bahlil dari pak lantip sing nduwe yo kirim lah meh posting meneh lah,Isu Meme,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie raisa hamish ningning,Isu Meme,Netral,Netral
2025-10-22,lucu banget akun hourly absurd di laporin gr meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy ashanty jule daehoon heeseung komdigi jimin,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon info freelance job receh pendidikan berkualitas memening prabowo raisa bahlil jule daehoon seungmin jungkook,Isu Meme,Netral,Netral
2025-10-22,akun medsos bahlil amp golkar tutup kolom komentar netizen,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening bahlil jennie jungkook komdigi jimin,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon info freelance job receh prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie jisung,Isu Meme,Netral,Netral
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie chaemin,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy raisa najwa shihab jule daehoon deres heeseung,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening jule bahlil jisoo jennie jungkook trump putin,Isu Meme,Netral,Netral
2025-10-22,izin syekh abu bahlil lahab apa hukumnya mandi wajib pake pertalite,Isu Tambang,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon info freelance job receh pendidikan berkualitas memening prabowo raisa bahlil jule daehoon chaemin jungkook,Isu Meme,Netral,Netral
2025-10-22,anomali tahanan yang dipenjara karena membuat meme goblin ireng alias bahlil alhibiki,Isu Meme,Netral,Netral
2025-10-22,izin ustad abu bahlil lahab apakah bisa menyebrangi jembatan sirotol mustaqim menggunakan sepeda listrik,Isu Tambang,Netral,Netral
2025-10-22,dpp golkar tegur kader yang pidanakan pembuat meme bahlil ke polda metro lewat,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening jule bahlil jungkook komdigi yoona anies,Isu Meme,Netral,Netral
2025-10-22,orang yang korupsi kek bahlil ini gayanya petentangpetenteng sok serem padahal untuk menutupi korupsinya gas melon cuma mestinya di pangkalan oleh dia jadi dan dibikin aturan serem beli gas tunjukkan nik lah ktp lah,Isu LPG,Negatif,Negatif
2025-10-22,angkatan muda partai golkar ampg sayap dari partai golkar melayangkan laporan terhadap sejumlah akun media sosial yang diduga membuat dan menyebarkan meme yang menyinggung ketua umum partai golkar bahlil lahadalia senin oktober,Isu Meme,Netral,Netral
2025-10-22,ini meme bahlil ku,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening prabowo bahlil jule daehoon jungkook taeyong,Isu Meme,Netral,Netral
2025-10-22,plis raisa jangan dulu kami lagi semangat penuhin linimasa dengan meme bahlil,Isu Meme,Netral,Netral
2025-10-22,kemarin katanya yang bikin meme bahlil dipolisikan ya kita tunjukkan kalo kita gak takut buzzerp pengangguran biadab yang ngemis proyek partai,Isu Meme,Negatif,Negatif
2025-10-22,kasus penghinaan di medsos polisi hanya bahlil yang bisa lapor sesuai uu ite,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bentuk generasi emas memening timothy jule daehoon bahlil jisoo jennie wonyoung jungkook,Isu Meme,Netral,Netral
